GeneID	Gene_name	Start	End	Strand	Expression	Gene_description	OperonID
Y75_p3842	gspM	4175995	4176456	-	5,83982684	general secretory pathway component, cryptic	174439
Y75_p3843	gspL	4176453	4177616	-	5,719072165	general secretory pathway component, cryptic	174439
Y75_p3844	gspK	4177631	4178614	-	4,324186992	general secretory pathway component, cryptic	174439
Y75_p3845	gspJ	4178607	4179194	-	3,532312925	general secretory pathway component, cryptic	174439
Y75_p3846	gspI	4179187	4179564	-	2,515873016	general secretory pathway component, cryptic	174439
Y75_p3847	gspH	4179561	4180070	-	1,703921569	general secretory pathway component, cryptic	174439
Y75_p3848	gspG	4180078	4180515	-	1,136986301	pseudopilin, cryptic, general secretion pathway	174439
Y75_p3849	gspF	4180525	4181721	-	3,246449457	general secretory pathway component, cryptic	174439
Y75_p3850	gspE	4181718	4183199	-	2,49122807	general secretory pathway component, cryptic	174439
Y75_p3851	gspD	4183209	4185161	-	3,273937532	general secretory pathway component, cryptic	174439
Y75_p3852	gspC	4185145	4185960	-	6,508578431	general secretory pathway component, cryptic	174439
Y75_p3853	gspA	4186140	4187609	+	2,002040816	general secretory pathway component, cryptic	174440
Y75_p3854	pioO	4187611	4188030	+	2,826190476	part of gsp divergon involved in type II protein secretion	174440
Y75_p3855	rpsJ	4188268	4188579	+	529,2596154	30S ribosomal protein S10	174441
Y75_p3856	rplC	4188612	4189241	+	369,0793651	50S ribosomal protein L3	174441
Y75_p3857	rplD	4189252	4189857	+	414,179868	50S ribosomal protein L4	174441
Y75_p3858	rplW	4189854	4190156	+	346,8514851	50S ribosomal protein L23	174441
Y75_p3859	rplB	4190174	4190995	+	348,9647202	50S ribosomal protein L2	174441
Y75_p3860	rpsS	4191012	4191290	+	670,1684588	30S ribosomal protein S19	174441
Y75_p3861	rplV	4191305	4191637	+	439,4534535	50S ribosomal protein L22	174441
Y75_p3862	rpsC	4191655	4192356	+	341,5968661	30S ribosomal protein S3	174441
Y75_p3863	rplP	4192369	4192779	+	262,3187348	50S ribosomal protein L16	174441
Y75_p3864	rpmC	4192779	4192970	+	328,6822917	50S ribosomal protein L29	174441
Y75_p3865	rpsQ	4192970	4193224	+	524,9764706	30S ribosomal protein S17	174441
Y75_p3866	rplN	4193389	4193760	+	833,688172	50S ribosomal protein L14	174442
Y75_p3867	rplX	4193771	4194085	+	728,415873	50S ribosomal protein L24	174442
Y75_p3868	rplE	4194100	4194639	+	843,9759259	50S ribosomal protein L5	174442
Y75_p3869	rpsN	4194654	4194959	+	602,2058824	30S ribosomal protein S14	174442
Y75_p3870	rpsH	4194993	4195385	+	749,7888041	30S ribosomal protein S8	174442
Y75_p3871	rplF	4195398	4195931	+	485,0580524	50S ribosomal protein L6	174442
Y75_p3872	rplR	4195941	4196294	+	555,4858757	50S ribosomal protein L18	174442
Y75_p3873	rpsE	4196309	4196812	+	481,702381	30S ribosomal protein S5	174442
Y75_p3874	rpmD	4196816	4196995	+	540,8777778	50S ribosomal protein L30	174442
Y75_p3875	rplO	4196999	4197433	+	413,4252874	50S ribosomal protein L15	174442
Y75_p3876	secY	4197441	4198772	+	650,9684685	preprotein translocase membrane subunit	174442
Y75_p3877	rpmJ	4198804	4198920	+	574,4444444	50S ribosomal protein L36	174442
Y75_p3878	rpsM	4199067	4199423	+	941,9551821	30S ribosomal protein S13	174443
Y75_p3879	rpsK	4199440	4199829	+	621,2333333	30S ribosomal protein S11	174443
Y75_p3880	rpsD	4199863	4200483	+	866,3510467	30S ribosomal protein S4	174443
Y75_p3881	rpoA	4200509	4201498	+	784,1141414	RNA polymerase subunit alpha	174443
Y75_p3882	rplQ	4201539	4201922	+	669,8203125	50S ribosomal protein L17	174443
Y75_p3883	yhdN	4202029	4202397	+	16,52574526	hypothetical protein	174444
Y75_p3884	zntR	4202408	4202833	+	26,10798122	DNA-binding transcriptional activator	174444
Y75_p3887	trkA	4203644	4205020	-	29,0442992	NAD-binding component of TrK potassium transporter	174445
Y75_p3888	rsmB	4205042	4206331	-	23,31085271	16S rRNA m5C967 methyltransferase, S-adenosyl-L-methionine-dependent	174445
Y75_p3889	fmt	4206377	4207324	-	62,82489451	10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase	174445
Y75_p3890	def	4207339	4207848	-	84,71960784	peptide deformylase	174445
Y75_p3891	smf	4207978	4209102	+	14,42577778	hypothetical protein	174446
Y75_p3892	smg	4209074	4209547	+	57,54219409	hypothetical protein	174446
Y75_p3893	yrdD	4209576	4210118	+	128,6003683	DNA topoisomerase	174446
Y75_p3894	yrdC	4210123	4210695	+	32,95811518	dsRNA-binding protein	174446
Y75_p3895	aroE	4210700	4211518	+	30,15628816	dehydroshikimate reductase	174446
Y75_p3896	yrdB	4211515	4211772	+	81,04651163	hypothetical protein	174446
Y75_p3901	aceB	4220190	4221791	+	7,822097378	malate synthase A	174447
Y75_p3902	aceA	4221821	4223125	+	4,37164751	isocitrate lyase	174447
Y75_p3913	yjbE	4240618	4240860	+	3,835390947	hypothetical protein	174448
Y75_p3914	yjbF	4240974	4241612	+	0,558685446	lipoprotein	174448
Y75_p3915	yjbG	4241609	4242346	+	0,596205962	hypothetical protein	174448
Y75_p3916	yjbH	4242346	4244442	+	1,5817835	porin	174448
Y75_p3919	malG	4247338	4248228	-	4,437710438	maltose transporter subunit	174449
Y75_p3920	malF	4248243	4249787	-	5,515210356	maltose transporter subunit	174449
Y75_p3922	malK	4251496	4252611	+	8,628136201	bifunctional maltose ABC transporter ATP-binding protein /regulatory protein	174450
Y75_p3923	lamB	4252683	4254023	+	7,848620433	maltose outer membrane porin	174450
Y75_p3926	ubiC	4257218	4257715	+	118,8192771	chorismate pyruvate lyase	174451
Y75_p3927	ubiA	4257728	4258600	+	36,24856816	p-hydroxybenzoate octaprenyltransferase	174451
Y75_p3930	lexA	4261827	4262435	+	89,73070608	DNA-binding transcriptional repressor	174452
Y75_p3931	dinF	4262454	4263833	+	22,41304348	DNA-damage-inducible SOS response protein	174452
Y75_p3934	yjbL	4265033	4265287	+	0,521568627	hypothetical protein	174453
Y75_p3935	yjbM	4265311	4266018	+	0,831920904	hypothetical protein	174453
Y75_p3939	dnaB	4269026	4270441	+	40,2450565	replicative DNA helicase	174454
Y75_p3940	alr	4270494	4271573	+	48,07777778	alanine racemase 1, PLP-binding, biosynthetic	174454
Y75_p3943	yjbQ	4274950	4275366	+	28,05035971	hypothetical protein	174455
Y75_p3944	yjbR	4275370	4275726	+	14,54341737	hypothetical protein	174455
Y75_p3954	actP	4287965	4289614	-	3,406666667	acetate transporter	174456
Y75_p3955	yjcH	4289611	4289925	-	5,120634921	inner membrane protein involved in acetate transport	174456
Y75_p3957	nrfA	4292476	4293912	+	3,904662491	nitrite reductase, formate-dependent, cytochrome	174457
Y75_p3958	nrfB	4293957	4294523	+	2,232804233	nitrite reductase, formate-dependent, penta-heme cytochrome c	174457
Y75_p3959	nrfC	4294520	4295191	+	1,94047619	formate-dependent nitrite reductase, 4Fe4S subunit	174457
Y75_p3960	nrfD	4295188	4296144	+	1,060606061	formate-dependent nitrite reductase, membrane subunit	174457
Y75_p3961	nrfE	4296224	4297882	+	1,720916215	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfE	174457
Y75_p3962	nrfF	4297875	4298258	+	1,286458333	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfF	174457
Y75_p3963	nrfG	4298255	4298851	+	3,149078727	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfG	174457
Y75_p3967	yjcP	4304165	4305631	-	0,792774369	outer membrane factor of efflux pump	174458
Y75_p3968	yjcQ	4305628	4307679	-	1,295808967	multidrug efflux system component	174458
Y75_p3969	yjcR	4307679	4308710	-	2,356589147	membrane fusion protein of efflux pump	174458
Y75_p3972	alsK	4312571	4313599	-	3,543010753	D-allose kinase	174459
Y75_p3973	alsE	4313583	4314278	-	1,206896552	allulose-6-phosphate 3-epimerase	174459
Y75_p3974	alsC	4314289	4315269	-	3,380224261	D-allose transporter subunit	174459
Y75_p3975	alsA	4315248	4316780	-	3,181996086	fused D-allose transporter subunits and ATP-binding components of ABC superfamily	174459
Y75_p3976	alsB	4316907	4317842	-	2,978632479	D-allose transporter subunit	174460
Y75_p3977	rpiR	4317901	4318791	-	8,277216611	DNA-binding transcriptional repressor	174460
Y75_p3980	phnP	4320144	4320902	-	6,831357049	carbon-phosphorus lyase complex accessory protein	174461
Y75_p3981	phnO	4320904	4321338	-	2,48045977	acyltransferase	174461
Y75_p3982	phnN	4321325	4321882	-	1,26702509	ribose 1,5-bisphosphokinase	174461
Y75_p3983	phnM	4321882	4323018	-	0,888302551	carbon-phosphorus lyase complex subunit	174461
Y75_p3984	phnL	4323015	4323695	-	2,936857562	carbon-phosphorus lyase complex subunit	174461
Y75_p3985	phnK	4323806	4324564	-	2,320158103	carbon-phosphorus lyase complex subunit	174461
Y75_p3986	phnJ	4324561	4325406	-	0,464539007	carbon-phosphorus lyase complex subunit	174461
Y75_p3987	phnI	4325399	4326463	-	0,488262911	carbon-phosphorus lyase complex subunit	174461
Y75_p3988	phnH	4326463	4327047	-	0,411965812	carbon-phosphorus lyase complex subunit	174461
Y75_p3989	phnG	4327044	4327496	-	0,812362031	carbon-phosphorus lyase complex subunit	174461
Y75_p3990	phnF	4327497	4328222	-	0,509641873	transcriptional regulator of phosphonate uptake and biodegradation	174461
Y75_p3992	phnD	4329136	4330152	-	0,692232055	phosphonate/organophosphate ester transporter subunit	174462
Y75_p3993	phnC	4330177	4330965	-	0,329531052	phosphonate/organophosphate ester transporter subunit	174462
Y75_p3996	yjdA	4332935	4335163	+	3,214894572	hypothetical protein	174463
Y75_p3997	yjcZ	4335160	4336038	+	3,671217292	hypothetical protein	174463
Y75_p3999	basS	4337981	4339072	-	49,24450549	sensory histidine kinase in two-component regulatory system with BasR	174464
Y75_p4000	basR	4339082	4339750	-	8,886397608	DNA-binding response regulator in two-component regulatory system with BasS	174464
Y75_p4001	eptA	4339747	4341390	-	1,909975669	metal dependent hydrolase	174464
Y75_p4009	fumB	4351480	4353126	-	1,887067395	anaerobic class I fumarate hydratase	174465
Y75_p4010	dcuB	4353204	4354544	-	2,233407905	C4-dicarboxylate antiporter	174465
Y75_p4011	dcuR	4355115	4355834	-	22,74166667	DNA-binding response regulator in two-component regulatory system with DcuS	174466
Y75_p4012	dcuS	4355831	4357462	-	17,54411765	sensory histidine kinase in two-component regulatory system with DcuR, regulator of anaerobic fumarate respiration	174466
Y75_p4013	yjdI	4357643	4357873	+	4,632034632	hypothetical protein	174467
Y75_p4014	yjdJ	4357885	4358157	+	3,743589744	acyltransferase	174467
Y75_p4015	yjdK	4358384	4358680	+	3,585858586	hypothetical protein	174468
Y75_p4016	yjdO	4358708	4358881	+	3,132183908	hypothetical protein	174468
Y75_p4018	yjdL	4360754	4362211	-	2,538408779	transporter	174469
Y75_p4019	cadA	4362270	4364417	-	2,422253259	lysine decarboxylase 1	174469
Y75_p4022	yjdC	4368533	4369108	-	20,66666667	transcriptional regulator	174470
Y75_p4023	dipZ	4369145	4370842	-	11,67491166	fused thiol:disulfide interchange protein	174470
Y75_p4024	cutA	4370818	4371156	-	27,98230089	copper binding protein, copper sensitivity	174470
Y75_p4029	groS	4376490	4376783	+	92,79591837	Cpn10 chaperonin GroES, small subunit of GroESL	174471
Y75_p4030	groL	4376827	4378473	+	67,25804493	Cpn60 chaperonin GroEL, large subunit of GroESL	174471
Y75_p4038	blc	4382991	4383524	-	42,82771536	outer membrane lipoprotein	174472
Y75_p4039	ampC	4383613	4384746	-	5,650793651	beta-lactamase/D-alanine carboxypeptidase	174472
Y75_p4040	frdD	4384809	4385168	-	8,222222222	fumarate reductase (anaerobic), membrane anchor subunit	174472
Y75_p4041	frdC	4385179	4385574	-	8,878787879	fumarate reductase (anaerobic), membrane anchor subunit	174472
Y75_p4042	frdB	4385585	4386319	-	5,636734694	fumarate reductase (anaerobic), Fe-S subunit	174472
Y75_p4043	frdA	4386312	4388120	-	7,280818132	fumarate reductase (anaerobic) catalytic and NAD/flavoprotein subunit	174472
Y75_p4045	yjeM	4389641	4391143	+	2,248835662	transporter	174473
Y75_p4046	yjeN	4391195	4391509	+	7,958730159	hypothetical protein	174473
Y75_p4047	yjeO	4391506	4391820	+	17,43492063	inner membrane protein	174473
Y75_p4048	yjeP	4391849	4395172	-	18,79783394	mechanosensitive channel	174474
Y75_p4049	psd	4395194	4396162	-	38,42414861	phosphatidylserine decarboxylase	174474
Y75_p4053	yjeF	4399868	4401415	+	8,875968992	carbohydrate kinase	174475
Y75_p4054	yjeE	4401387	4401848	+	15,16450216	ATPase with strong ADP affinity	174475
Y75_p4055	amiB	4401867	4403204	+	26,53886398	N-acetylmuramoyl-l-alanine amidase II	174475
Y75_p4056	mutL	4403214	4405061	+	38,42857143	methyl-directed mismatch repair protein	174475
Y75_p4057	miaA	4405054	4406004	+	94,32281809	delta(2)-isopentenylpyrophosphate tRNA-adenosine transferase	174475
Y75_p4059	hflX	4406474	4407754	+	106,2435597	GTPase	174476
Y75_p4060	hflK	4407840	4409099	+	69,80079365	modulator for HflB protease-specific for phage lambda cII repressor	174476
Y75_p4061	hflC	4409102	4410106	+	79,27761194	modulator for HflB protease-specific for phage lambda cII repressor	174476
Y75_p4064	yjeB	4411992	4412417	+	187,3920188	DNA-binding transcriptional regulator	174477
Y75_p4065	rnr	4412456	4414897	+	34,8038493	exoribonuclease R, RNase R	174477
Y75_p4067	yjfI	4415935	4416336	+	1,059701493	hypothetical protein	174478
Y75_p4068	yjfJ	4416355	4417053	+	0,659513591	transcriptional regulator effector protein	174478
Y75_p4069	yjfK	4417104	4417763	+	1,621212121	hypothetical protein	174478
Y75_p4070	yjfL	4417781	4418179	+	1,328320802	inner membrane protein	174478
Y75_p4071	yjfM	4418189	4418827	+	0,641627543	hypothetical protein	174478
Y75_p4072	yjfC	4418830	4419993	+	3,384879725	synthetase/amidase	174478
Y75_p4073	aidB	4420077	4421702	+	1,785362854	isovaleryl CoA dehydrogenase	174478
Y75_p4079	ulaA	4425782	4427179	+	1,223175966	PTS system L-ascorbate-specific transporter subunit IIC	174479
Y75_p4080	ulaB	4427195	4427500	+	0,980392157	PTS system L-ascorbate-specific transporter subunit IIB	174479
Y75_p4081	ulaC	4427510	4427974	+	1,705376344	PTS system L-ascorbate-specific transporter subunit IIA	174479
Y75_p4082	ulaD	4427988	4428638	+	1,331797235	3-keto-L-gulonate 6-phosphate decarboxylase	174479
Y75_p4083	ulaE	4428648	4429502	+	2,304093567	L-xylulose 5-phosphate 3-epimerase	174479
Y75_p4084	ulaF	4429502	4430188	+	1,35371179	L-ribulose 5-phosphate 4-epimerase	174479
Y75_p4086	rpsF	4430920	4431315	+	329,0429293	30S ribosomal protein S6	174480
Y75_p4087	priB	4431322	4431636	+	476,6190476	primosomal protein N	174480
Y75_p4088	rpsR	4431641	4431868	+	469,1798246	30S ribosomal protein S18	174480
Y75_p4089	rplI	4431910	4432359	+	278,84	50S ribosomal protein L9	174480
Y75_p4096	ytfF	4437893	4438867	-	14,03416149	inner membrane protein	174481
Y75_p4097	ytfG	4438966	4439826	-	1,974448316	NAD(P)H:quinone oxidoreductase	174481
Y75_p4106	ytfM	4448184	4449917	+	21,81487889	outer membrane protein and surface antigen	174482
Y75_p4107	ytfN	4449914	4453693	+	19,72063492	hypothetical protein	174482
Y75_p4108	ytfP	4453696	4454037	+	60,01461988	hypothetical protein	174482
Y75_p4110	chpS	4454249	4454500	+	12,20634921	antitoxin of the ChpB-ChpS toxin-antitoxin system	174483
Y75_p4111	chpB	4454494	4454844	+	60,50997151	toxin of the ChpB-ChpS toxin-antitoxin system	174483
Y75_p4114	ytfR	4456860	4458362	+	2,120425815	sugar transporter subunit	174484
Y75_p4115	ytfT	4458376	4459398	+	19,27777778	sugar transporter subunit	174484
Y75_p4116	yjfF	4459385	4460380	+	30,41064257	sugar transporter subunit	174484
Y75_p4124	treC	4468856	4470511	-	59,22342995	trehalose-6-P hydrolase	174485
Y75_p4125	treB	4470561	4471982	-	46,64978903	PTS system fused trehalose(maltose)-specific transporter subunit IIBC	174485
Y75_p4129	pyrI	4476788	4477249	-	18,52813853	aspartate carbamoyltransferase, regulatory subunit	174486
Y75_p4130	pyrB	4477262	4478197	-	3,792735043	aspartate carbamoyltransferase, catalytic subunit	174486
Y75_p4141	valS	4486784	4489639	-	47,92962185	valyl-tRNA synthetase	174487
Y75_p4142	holC	4489639	4490082	-	47,22747748	DNA polymerase III, chi subunit	174487
Y75_p4144	yjgP	4492020	4493120	+	58,86830154	inner membrane protein	174488
Y75_p4145	yjgQ	4493120	4494202	+	37,95844875	inner membrane protein	174488
Y75_p4146	yjgR	4494363	4495865	-	4,480372588	ATPase	174489
Y75_p4147	idnR	4495943	4496941	-	5,132132132	DNA-binding transcriptional repressor	174489
Y75_p4148	idnT	4497008	4498327	-	5,867424242	L-idonate and D-gluconate transporter	174489
Y75_p4149	idnO	4498389	4499153	-	1,853594771	5-keto-D-gluconate-5-reductase	174489
Y75_p4150	idnD	4499177	4500208	-	0,678294574	L-idonate 5-dehydrogenase	174489
Y75_p4160	yjhB	4509860	4511077	+	0,765188834	transporter	174491
Y75_p4161	yjhC	4511089	4512207	+	5,370866845	oxidoreductase	174491
Y75_p4170	fecE	4516492	4517259	-	15,125	iron-dicitrate transporter subunit	174492
Y75_p4171	fecD	4517260	4518216	-	16,56426332	iron-dicitrate transporter subunit	174492
Y75_p4172	fecC	4518213	4519211	-	24,57257257	iron-dicitrate transporter subunit	174492
Y75_p4173	fecB	4519208	4520110	-	38,50498339	iron-dicitrate transporter subunit	174492
Y75_p4174	fecA	4520155	4522479	-	52,83096774	ferric citrate outer membrane transporter	174492
Y75_p4175	fecR	4522566	4523519	-	11,98532495	transmembrane signal transducer for ferric citrate transport	174493
Y75_p4176	fecI	4523516	4524037	-	75,36590038	RNA polymerase, sigma 19 factor	174493
Y75_p4181	yjhG	4527929	4529896	-	0,025406504	dehydratase	174494
Y75_p4182	yjhH	4529907	4530812	-	0,077262693	lyase/synthase	174494
Y75_p4183	yjhI	4530817	4531605	-	0,025348542	DNA-binding transcriptional regulator	174494
Y75_p4184	sgcR	4531908	4532690	-	9,687100894	DNA-binding transcriptional regulator	174495
Y75_p4185	sgcE	4532707	4533339	-	3,285939968	epimerase	174495
Y75_p4186	sgcA	4533351	4533782	-	2,979166667	phosphotransferase enzyme IIA component	174495
Y75_p4187	sgcQ	4533913	4534719	-	54,16480793	nucleoside triphosphatase	174496
Y75_p4188	sgcC	4534732	4536045	-	6,723744292	phosphotransferase enzyme IIC component	174496
Y75_p4189	sgcB	4536057	4536335	-	3,021505376	PTS system transporter subunit IIB	174496
Y75_p4190	sgcX	4536332	4537453	-	4,658645276	endoglucanase with Zn-dependent exopeptidase domain	174496
Y75_p4192	yjhQ	4539041	4539586	-	1,503663004	acetyltransferase	174497
Y75_p4193	yjhX	4539598	4539855	-	30,57751938	hypothetical protein	174497
Y75_p4195	yjhS	4542416	4543396	-	17,70438328	hypothetical protein	174498
Y75_p4196	yjhT	4543461	4544567	-	1,385727191	hypothetical protein	174498
Y75_p4197	yjhA	4544587	4545303	-	2,740585774	N-acetylnuraminic acid outer membrane channel protein	174498
Y75_p4200	fimA	4548917	4549465	+	1,198542805	major type 1 subunit fimbrin	174499
Y75_p4201	fimI	4549530	4550069	+	1,818518519	fimbrial protein involved in type 1 pilus biosynthesis	174499
Y75_p4202	fimC	4550106	4550831	+	0,757575758	chaperone, periplasmic	174499
Y75_p4203	fimD	4550898	4553534	+	1,68790292	outer membrane usher protein, type 1 fimbrial synthesis	174500
Y75_p4204	fimF	4553544	4554074	+	1,043314501	minor component of type 1 fimbriae	174500
Y75_p4205	fimG	4554087	4554590	+	1,71031746	minor component of type 1 fimbriae	174500
Y75_p4206	fimH	4554610	4555512	+	3,492801772	minor component of type 1 fimbriae	174500
Y75_p4208	uxuA	4557438	4558622	+	3,121518987	mannonate hydrolase	174501
Y75_p4209	uxuB	4558703	4560163	+	2,675564682	D-mannonate oxidoreductase	174501
Y75_p4213	yjiE	4563180	4564091	-	15,16447368	DNA-binding transcriptional regulator	174502
Y75_p4214	iadA	4564156	4565328	-	7,413469736	isoaspartyl dipeptidase	174502
Y75_p4215	yjiG	4565341	4565802	-	3,846320346	inner membrane protein	174502
